# step beta_mu_ex.real beta_P.real rho.real -kTlog(Q)
152000 23.24 0.00 0.01 30.43+2.41j
153000 25.25 0.00 0.01 32.43+1.51j
154000 23.72 -0.00 0.02 30.91+1.02j
155000 22.22 -0.00 0.01 29.40-0.80j
156000 24.33 -0.00 0.01 31.51-0.76j
157000 23.11 -0.00 0.02 30.29-1.36j
158000 25.44 0.00 0.01 32.62-2.54j
159000 24.52 -0.00 0.02 31.70+2.90j
160000 24.22 0.00 0.02 31.40+0.26j
161000 27.11 -0.01 0.06 34.29+0.60j
162000 24.36 0.00 0.02 31.54+0.05j
163000 24.27 0.00 0.02 31.46+2.07j
164000 25.03 -0.00 0.00 32.21-0.68j
165000 25.07 0.00 0.02 32.25-0.08j
166000 24.82 -0.00 -0.02 32.00+2.82j
167000 23.42 -0.00 0.04 30.60+1.62j
168000 22.95 -0.00 0.01 30.13+2.95j
169000 24.38 0.00 0.02 31.56-2.22j
170000 24.34 0.00 0.02 31.53+0.94j
171000 23.55 -0.00 0.02 30.73-2.36j
172000 23.61 0.00 0.02 30.80+1.24j
173000 24.70 0.00 0.03 31.88-1.02j
174000 23.15 -0.00 0.02 30.34-2.38j
175000 24.40 0.00 0.02 31.59-0.61j
176000 25.39 0.00 0.01 32.58+2.44j
177000 25.07 0.00 0.01 32.26-1.42j
178000 24.13 0.00 0.01 31.32-1.69j
179000 25.62 0.00 0.01 32.80-2.38j
180000 25.31 0.00 0.02 32.50+0.56j
181000 25.00 0.00 0.02 32.19+2.44j
182000 24.52 -0.00 0.02 31.70-0.01j
183000 22.89 0.00 0.01 30.07-2.99j
184000 23.13 0.00 0.02 30.32+0.63j
185000 23.45 -0.00 0.02 30.63-2.88j
186000 24.83 -0.00 0.02 32.01+2.78j
187000 22.99 -0.00 0.02 30.17+1.23j
188000 23.60 0.00 0.02 30.78-2.75j
189000 23.96 0.00 0.02 31.15-0.28j
190000 23.17 0.00 0.02 30.35-1.71j
191000 25.54 -0.00 0.02 32.73-2.19j
192000 25.42 0.00 0.02 32.61-2.24j
193000 25.61 0.00 0.01 32.79+3.04j
194000 25.92 -0.00 0.00 33.10-2.71j
195000 23.12 0.00 0.02 30.30+0.12j
196000 23.72 0.00 0.01 30.91-1.70j
197000 23.49 -0.00 0.01 30.67+1.95j
198000 23.60 0.00 0.02 30.78+0.53j
199000 23.34 0.00 0.01 30.53+2.24j
