# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_P.real | -kTlog(Qa) | -kTlog(Qp)
21000 | -0.0514 | 13.6861 | 4.8892 | 4.8828| 0.0156 | -0.3242+0.7725j | 684.3135-48.9708j
22000 | -0.0355 | 14.6968 | 4.8892 | 4.8828| 0.0156 | 0.4678-0.2800j | 734.8461+18.3128j
23000 | -0.0382 | 14.5386 | 4.8892 | 4.8828| 0.0156 | 0.3361+1.0868j | 726.9381-68.9597j
24000 | -0.0421 | 14.2688 | 4.8892 | 4.8828| 0.0156 | 0.1419-0.9249j | 713.4459+60.3490j
25000 | -0.0464 | 13.9738 | 4.8892 | 4.8828| 0.0156 | -0.0736+0.4730j | 698.6961-30.2189j
26000 | -0.0548 | 13.4598 | 4.8892 | 4.8828| 0.0156 | -0.4975+1.1977j | 672.9973-76.7138j
27000 | -0.0318 | 14.9449 | 4.8892 | 4.8828| 0.0156 | 0.6570-0.8121j | 747.2535+52.3986j
28000 | -0.0571 | 13.3311 | 4.8892 | 4.8828| 0.0156 | -0.6116-0.3420j | 666.5605+22.1452j
29000 | -0.0457 | 14.0547 | 4.8892 | 4.8828| 0.0156 | -0.0402-0.2118j | 702.7446+13.4632j
30000 | -0.0516 | 13.6630 | 4.8892 | 4.8828| 0.0156 | -0.3373+0.1100j | 683.1550-6.3475j
31000 | -0.0346 | 14.7504 | 4.8892 | 4.8828| 0.0156 | 0.5154+0.9737j | 737.5297-62.2215j
32000 | -0.0387 | 14.4965 | 4.8892 | 4.8828| 0.0156 | 0.3078+0.1468j | 724.8345-9.2202j
33000 | -0.0491 | 13.8381 | 4.8892 | 4.8828| 0.0156 | -0.2116+0.1388j | 691.9133-9.1408j
34000 | -0.0393 | 14.4364 | 4.8892 | 4.8828| 0.0156 | 0.2791-0.4928j | 721.8257+31.0549j
35000 | -0.0585 | 13.2064 | 4.8892 | 4.8828| 0.0156 | -0.6824+0.6275j | 660.3277-40.8244j
36000 | -0.0492 | 13.8461 | 4.8892 | 4.8828| 0.0156 | -0.2166+0.0687j | 692.3101-5.2957j
37000 | -0.0606 | 13.1043 | 4.8892 | 4.8828| 0.0156 | -0.7837-0.3155j | 655.2244+21.1279j
38000 | -0.0606 | 13.1123 | 4.8892 | 4.8828| 0.0156 | -0.7842+0.5193j | 655.6209-33.8133j
39000 | -0.0405 | 14.4080 | 4.8892 | 4.8828| 0.0156 | 0.2220-0.8099j | 720.4066+52.2316j
40000 | -0.0461 | 14.0335 | 4.8892 | 4.8828| 0.0156 | -0.0605-0.6321j | 701.6808+40.1625j
41000 | -0.0286 | 15.1577 | 4.8892 | 4.8828| 0.0156 | 0.8150+0.1349j | 757.8899-8.3423j
42000 | -0.0406 | 14.3744 | 4.8892 | 4.8828| 0.0156 | 0.2170+0.0289j | 718.7296-2.8645j
43000 | -0.0532 | 13.5734 | 4.8892 | 4.8828| 0.0156 | -0.4171+0.3049j | 678.6792-19.3731j
44000 | -0.0317 | 14.9605 | 4.8892 | 4.8828| 0.0156 | 0.6592+0.3178j | 748.0339-20.1164j
45000 | -0.0577 | 13.2862 | 4.8892 | 4.8828| 0.0156 | -0.6422-0.8710j | 664.3193+56.4752j
46000 | -0.0362 | 14.6790 | 4.8892 | 4.8828| 0.0156 | 0.4357+0.2676j | 733.9571-17.4043j
47000 | -0.0329 | 14.8897 | 4.8892 | 4.8828| 0.0156 | 0.6011+0.9081j | 744.4941-57.6132j
48000 | -0.0426 | 14.2569 | 4.8892 | 4.8828| 0.0156 | 0.1158+0.3804j | 712.8498-24.0213j
49000 | -0.0260 | 15.3137 | 4.8892 | 4.8828| 0.0156 | 0.9434+0.4038j | 765.6917-25.3266j
50000 | -0.0613 | 13.0542 | 4.8892 | 4.8828| 0.0156 | -0.8210+0.1754j | 652.7157-11.3474j
51000 | -0.0322 | 14.9266 | 4.8892 | 4.8828| 0.0156 | 0.6325-0.9699j | 746.3375+62.2559j
52000 | -0.0321 | 14.8750 | 4.8892 | 4.8828| 0.0156 | 0.6386-0.4047j | 743.7587+24.8999j
53000 | -0.0273 | 15.2326 | 4.8892 | 4.8828| 0.0156 | 0.8822+0.6830j | 761.6362-44.1555j
54000 | -0.0582 | 13.2556 | 4.8892 | 4.8828| 0.0156 | -0.6670-0.6197j | 662.7850+39.9131j
55000 | -0.0496 | 13.8011 | 4.8892 | 4.8828| 0.0156 | -0.2355-0.5612j | 690.0612+35.4602j
56000 | -0.0612 | 13.0606 | 4.8892 | 4.8828| 0.0156 | -0.8150+0.0919j | 653.0355-5.9613j
57000 | -0.0479 | 13.8920 | 4.8892 | 4.8828| 0.0156 | -0.1480-0.1571j | 694.6049+10.4985j
58000 | -0.0466 | 14.0083 | 4.8892 | 4.8828| 0.0156 | -0.0871-0.4277j | 700.4209+28.2197j
59000 | -0.0269 | 15.2566 | 4.8892 | 4.8828| 0.0156 | 0.9002-0.2764j | 762.8387+17.7347j
60000 | -0.0364 | 14.6333 | 4.8892 | 4.8828| 0.0156 | 0.4236+0.8397j | 731.6719-54.2469j
61000 | -0.0341 | 14.8003 | 4.8892 | 4.8828| 0.0156 | 0.5413+0.3404j | 740.0230-21.4059j
62000 | -0.0500 | 13.7880 | 4.8892 | 4.8828| 0.0156 | -0.2553+0.1595j | 689.4071-9.5758j
63000 | -0.0478 | 13.9266 | 4.8892 | 4.8828| 0.0156 | -0.1449+0.5824j | 696.3383-37.1611j
64000 | -0.0479 | 13.9056 | 4.8892 | 4.8828| 0.0156 | -0.1494+1.1493j | 695.2893-73.3486j
65000 | -0.0341 | 14.7921 | 4.8892 | 4.8828| 0.0156 | 0.5382-0.1300j | 739.6140+8.7901j
66000 | -0.0423 | 14.2538 | 4.8892 | 4.8828| 0.0156 | 0.1281+0.9654j | 712.6977-61.5198j
67000 | -0.0424 | 14.2691 | 4.8892 | 4.8828| 0.0156 | 0.1273+0.0756j | 713.4603-5.4519j
68000 | -0.0589 | 13.2220 | 4.8892 | 4.8828| 0.0156 | -0.6977+0.4913j | 661.1059-31.6152j
69000 | -0.0421 | 14.2789 | 4.8892 | 4.8828| 0.0156 | 0.1401-0.8200j | 713.9513+52.3827j
70000 | -0.0397 | 14.4004 | 4.8892 | 4.8828| 0.0156 | 0.2593-0.6995j | 720.0290+44.9137j
71000 | -0.0502 | 13.7660 | 4.8892 | 4.8828| 0.0156 | -0.2649-0.9221j | 688.3071+59.1066j
72000 | -0.0486 | 13.8810 | 4.8892 | 4.8828| 0.0156 | -0.1846-0.1677j | 694.0569+11.0697j
73000 | -0.0536 | 13.5408 | 4.8892 | 4.8828| 0.0156 | -0.4335+0.0796j | 677.0469-5.6616j
74000 | -0.0584 | 13.2329 | 4.8892 | 4.8828| 0.0156 | -0.6766-0.5809j | 661.6516+37.0911j
75000 | -0.0540 | 13.5408 | 4.8892 | 4.8828| 0.0156 | -0.4546-1.3572j | 677.0473+85.9320j
76000 | -0.0423 | 14.2709 | 4.8892 | 4.8828| 0.0156 | 0.1304-0.0732j | 713.5527+4.4542j
77000 | -0.0482 | 13.8767 | 4.8892 | 4.8828| 0.0156 | -0.1660-0.7209j | 693.8431+45.4917j
78000 | -0.0585 | 13.2421 | 4.8892 | 4.8828| 0.0156 | -0.6813+0.4110j | 662.1139-27.1272j
79000 | -0.0544 | 13.4942 | 4.8892 | 4.8828| 0.0156 | -0.4736+0.4878j | 674.7196-30.9431j
80000 | -0.0228 | 15.5277 | 4.8892 | 4.8828| 0.0156 | 1.1060-0.6109j | 776.3910+38.9784j
81000 | -0.0355 | 14.7102 | 4.8892 | 4.8828| 0.0156 | 0.4680+0.0994j | 735.5164-7.2875j
82000 | -0.0474 | 13.9529 | 4.8892 | 4.8828| 0.0156 | -0.1257+0.2162j | 697.6504-15.8574j
83000 | -0.0428 | 14.2329 | 4.8892 | 4.8828| 0.0156 | 0.1027-0.2471j | 711.6507+16.5579j
84000 | -0.0623 | 12.9846 | 4.8892 | 4.8828| 0.0156 | -0.8709-0.1876j | 649.2370+10.8928j
85000 | -0.0573 | 13.3003 | 4.8892 | 4.8828| 0.0156 | -0.6209-1.0747j | 665.0242+68.2395j
86000 | -0.0282 | 15.1615 | 4.8892 | 4.8828| 0.0156 | 0.8338-0.3729j | 758.0809+24.2981j
87000 | -0.0355 | 14.7090 | 4.8892 | 4.8828| 0.0156 | 0.4719-0.0292j | 735.4572+2.2983j
88000 | -0.0355 | 14.6837 | 4.8892 | 4.8828| 0.0156 | 0.4723-1.3850j | 734.1935+87.8024j
89000 | -0.0393 | 14.4654 | 4.8892 | 4.8828| 0.0156 | 0.2774+1.2413j | 723.2765-78.7405j
90000 | -0.0383 | 14.5357 | 4.8892 | 4.8828| 0.0156 | 0.3289+0.0571j | 726.7906-3.0461j
91000 | -0.0336 | 14.8262 | 4.8892 | 4.8828| 0.0156 | 0.5659+0.7155j | 741.3164-44.6013j
92000 | -0.0461 | 14.0379 | 4.8892 | 4.8828| 0.0156 | -0.0622-0.1561j | 701.8997+10.7028j
93000 | -0.0532 | 13.5684 | 4.8892 | 4.8828| 0.0156 | -0.4138-0.4862j | 678.4261+30.8670j
94000 | -0.0412 | 14.3484 | 4.8892 | 4.8828| 0.0156 | 0.1839-0.6752j | 717.4255+43.0154j
95000 | -0.0603 | 13.1164 | 4.8892 | 4.8828| 0.0156 | -0.7681-0.2376j | 655.8260+15.6114j
96000 | -0.0360 | 14.6713 | 4.8892 | 4.8828| 0.0156 | 0.4462+0.8011j | 733.5735-51.7893j
97000 | -0.0463 | 13.9999 | 4.8892 | 4.8828| 0.0156 | -0.0703+0.4435j | 700.0033-29.2342j
98000 | -0.0413 | 14.3233 | 4.8892 | 4.8828| 0.0156 | 0.1786-1.5861j | 716.1726+101.4703j
99000 | -0.0051 | 16.6423 | 4.8892 | 4.8828| 0.0156 | 1.9905+1.0195j | 832.1213-65.8933j
100000 | -0.0422 | 14.2627 | 4.8892 | 4.8828| 0.0156 | 0.1327+0.1836j | 713.1417-13.4359j
