# step | beta_mu_ex_S.real | beta_mu_ex_P.real | beta_P.real | rho_A.real | rho_B.real | rho_P.real | -kTlog(Qs) | -kTlog(Qp)
18000 | 0.5411 | 64.4226 | 8.4542 | 4.8828| 4.8828 | 0.0156 | 99.0064+0.8256j | 6442.3353+35.9872j
19000 | 0.5296 | 63.3684 | 8.2620 | 4.8828| 4.8828 | 0.0156 | 97.8526+1.1985j | 6336.9159+73.8074j
20000 | 0.5174 | 63.7687 | 8.2512 | 4.8828| 4.8828 | 0.0156 | 96.6411-1.0539j | 6376.9431-58.5552j
21000 | 0.5451 | 64.4830 | 8.4717 | 4.8828| 4.8828 | 0.0156 | 99.4068-1.1945j | 6448.3748-65.0090j
22000 | 0.5314 | 64.2145 | 8.3913 | 4.8828| 4.8828 | 0.0156 | 98.0407-1.4831j | 6421.5265-103.9134j
23000 | 0.5214 | 64.3554 | 8.3354 | 4.8828| 4.8828 | 0.0156 | 97.0411+0.0173j | 6435.6095-10.9376j
24000 | 0.5204 | 62.4363 | 8.1620 | 4.8828| 4.8828 | 0.0156 | 96.9368+1.0450j | 6243.6998+39.1431j
25000 | 0.5297 | 62.7149 | 8.2272 | 4.8828| 4.8828 | 0.0156 | 97.8668-0.4685j | 6271.5625-28.3034j
26000 | 0.5350 | 63.8710 | 8.3806 | 4.8828| 4.8828 | 0.0156 | 98.4007+0.0407j | 6387.1744-13.5463j
27000 | 0.5360 | 64.2900 | 8.3907 | 4.8828| 4.8828 | 0.0156 | 98.4982+1.4647j | 6429.0729+96.0969j
28000 | 0.5185 | 63.0536 | 8.1954 | 4.8828| 4.8828 | 0.0156 | 96.7493-0.9003j | 6305.4310-46.1391j
29000 | 0.5253 | 63.5584 | 8.2686 | 4.8828| 4.8828 | 0.0156 | 97.4273-0.4268j | 6355.9144-36.5571j
30000 | 0.5313 | 63.4152 | 8.2693 | 4.8828| 4.8828 | 0.0156 | 98.0297+0.3313j | 6341.5891+5.8195j
31000 | 0.5369 | 62.7584 | 8.2835 | 4.8828| 4.8828 | 0.0156 | 98.5892-0.7914j | 6275.9076-72.6587j
32000 | 0.5250 | 64.0074 | 8.3274 | 4.8828| 4.8828 | 0.0156 | 97.3976+1.7218j | 6400.8145+94.1644j
33000 | 0.5267 | 64.2620 | 8.3347 | 4.8828| 4.8828 | 0.0156 | 97.5702+1.0945j | 6426.2729+39.2432j
34000 | 0.5170 | 62.9695 | 8.1550 | 4.8828| 4.8828 | 0.0156 | 96.5966+3.2597j | 6297.0205+203.1780j
35000 | 0.5276 | 63.8643 | 8.3147 | 4.8828| 4.8828 | 0.0156 | 97.6572+3.7636j | 6386.4990+208.0563j
36000 | 0.5267 | 63.6285 | 8.3090 | 4.8828| 4.8828 | 0.0156 | 97.5648-2.0203j | 6362.9256-125.2211j
37000 | 0.5347 | 64.0795 | 8.3727 | 4.8828| 4.8828 | 0.0156 | 98.3645+1.0348j | 6408.0211+58.1305j
38000 | 0.5360 | 62.9855 | 8.2795 | 4.8828| 4.8828 | 0.0156 | 98.4942-1.8182j | 6298.6253-110.5683j
39000 | 0.5247 | 63.9953 | 8.3302 | 4.8828| 4.8828 | 0.0156 | 97.3632-0.8180j | 6399.6007-57.6427j
40000 | 0.5208 | 62.1723 | 8.1205 | 4.8828| 4.8828 | 0.0156 | 96.9729+1.0343j | 6217.3056+54.9724j
41000 | 0.5422 | 63.5455 | 8.3869 | 4.8828| 4.8828 | 0.0156 | 99.1206+0.7540j | 6354.6257+40.6753j
42000 | 0.5371 | 63.4532 | 8.3488 | 4.8828| 4.8828 | 0.0156 | 98.6073-1.4968j | 6345.3874-89.0012j
43000 | 0.5292 | 62.2680 | 8.1813 | 4.8828| 4.8828 | 0.0156 | 97.8166+1.9285j | 6226.8719+118.8791j
44000 | 0.5295 | 64.3409 | 8.3498 | 4.8828| 4.8828 | 0.0156 | 97.8428-0.3069j | 6434.1586-17.0595j
45000 | 0.5235 | 62.4095 | 8.1583 | 4.8828| 4.8828 | 0.0156 | 97.2458+2.1120j | 6241.0228+133.8606j
46000 | 0.5299 | 63.2674 | 8.2661 | 4.8828| 4.8828 | 0.0156 | 97.8843-1.2898j | 6326.8155-99.5332j
47000 | 0.5386 | 62.7641 | 8.2683 | 4.8828| 4.8828 | 0.0156 | 98.7613+0.7515j | 6276.4848+59.7563j
48000 | 0.5354 | 62.9154 | 8.2591 | 4.8828| 4.8828 | 0.0156 | 98.4398+1.1771j | 6291.6121+68.2149j
49000 | 0.5309 | 64.5967 | 8.3849 | 4.8828| 4.8828 | 0.0156 | 97.9836-1.1200j | 6459.7383-64.7353j
50000 | 0.5301 | 64.2148 | 8.3793 | 4.8828| 4.8828 | 0.0156 | 97.9067-1.9521j | 6421.5528-121.8434j
51000 | 0.5145 | 63.8270 | 8.2333 | 4.8828| 4.8828 | 0.0156 | 96.3514-1.1760j | 6382.7691-68.2605j
52000 | 0.5194 | 63.7786 | 8.2593 | 4.8828| 4.8828 | 0.0156 | 96.8388+1.4597j | 6377.9327+90.9812j
53000 | 0.5197 | 63.5438 | 8.2281 | 4.8828| 4.8828 | 0.0156 | 96.8657-2.1757j | 6354.4493-121.9961j
54000 | 0.5297 | 62.4816 | 8.2101 | 4.8828| 4.8828 | 0.0156 | 97.8699-0.4142j | 6248.2337-25.1730j
55000 | 0.5253 | 63.9176 | 8.3210 | 4.8828| 4.8828 | 0.0156 | 97.4228+1.9741j | 6391.8342+109.3322j
56000 | 0.5361 | 63.7156 | 8.3455 | 4.8828| 4.8828 | 0.0156 | 98.5033-0.4022j | 6371.6365-17.4750j
57000 | 0.5261 | 64.7840 | 8.4088 | 4.8828| 4.8828 | 0.0156 | 97.5115-0.9741j | 6478.4720-78.6420j
58000 | 0.5373 | 63.4061 | 8.3306 | 4.8828| 4.8828 | 0.0156 | 98.6253-0.1200j | 6340.6835-5.0666j
59000 | 0.5298 | 63.6867 | 8.3237 | 4.8828| 4.8828 | 0.0156 | 97.8768-0.7706j | 6368.7431-57.4507j
60000 | 0.5294 | 63.3227 | 8.2983 | 4.8828| 4.8828 | 0.0156 | 97.8321+0.8841j | 6332.3459+48.6364j
61000 | 0.5207 | 63.2552 | 8.2246 | 4.8828| 4.8828 | 0.0156 | 96.9697-1.7900j | 6325.5962-125.9426j
62000 | 0.5400 | 64.6741 | 8.4753 | 4.8828| 4.8828 | 0.0156 | 98.8938-0.1130j | 6467.4854+10.3147j
63000 | 0.5232 | 63.4869 | 8.2692 | 4.8828| 4.8828 | 0.0156 | 97.2217+1.5211j | 6348.7583+88.9066j
64000 | 0.5182 | 63.4208 | 8.2300 | 4.8828| 4.8828 | 0.0156 | 96.7216-1.1520j | 6342.1539-56.4405j
65000 | 0.5208 | 63.3849 | 8.2452 | 4.8828| 4.8828 | 0.0156 | 96.9724+0.4902j | 6338.5633+18.1464j
66000 | 0.5307 | 62.8705 | 8.2501 | 4.8828| 4.8828 | 0.0156 | 97.9649+0.0985j | 6287.1268+0.2538j
67000 | 0.5196 | 62.6727 | 8.1493 | 4.8828| 4.8828 | 0.0156 | 96.8608-0.2826j | 6267.3462-16.6710j
68000 | 0.5303 | 63.1843 | 8.2755 | 4.8828| 4.8828 | 0.0156 | 97.9306-0.6345j | 6318.4999-40.4676j
69000 | 0.5297 | 63.8248 | 8.3460 | 4.8828| 4.8828 | 0.0156 | 97.8619-0.7246j | 6382.5547-57.0401j
70000 | 0.5364 | 64.5344 | 8.4382 | 4.8828| 4.8828 | 0.0156 | 98.5331-0.7705j | 6453.5081-42.7995j
71000 | 0.5163 | 63.8404 | 8.2401 | 4.8828| 4.8828 | 0.0156 | 96.5273+0.4421j | 6384.1087+13.2254j
72000 | 0.5305 | 62.8007 | 8.2149 | 4.8828| 4.8828 | 0.0156 | 97.9507+1.9217j | 6280.1379+113.5547j
73000 | 0.5178 | 63.6679 | 8.2410 | 4.8828| 4.8828 | 0.0156 | 96.6759-2.9216j | 6366.8661-162.8878j
74000 | 0.5235 | 62.9336 | 8.2281 | 4.8828| 4.8828 | 0.0156 | 97.2463+0.4691j | 6293.4329+25.1252j
75000 | 0.5276 | 64.4016 | 8.3827 | 4.8828| 4.8828 | 0.0156 | 97.6535+0.4514j | 6440.2294+20.4449j
76000 | 0.5316 | 64.3606 | 8.4012 | 4.8828| 4.8828 | 0.0156 | 98.0599+0.5162j | 6436.1354+33.7275j
77000 | 0.5194 | 63.8312 | 8.2765 | 4.8828| 4.8828 | 0.0156 | 96.8326+2.1393j | 6383.1920+121.9387j
78000 | 0.5447 | 64.2298 | 8.4521 | 4.8828| 4.8828 | 0.0156 | 99.3631-0.0160j | 6423.0541+5.5999j
79000 | 0.5341 | 63.9614 | 8.3583 | 4.8828| 4.8828 | 0.0156 | 98.3073+1.3774j | 6396.2121+84.7429j
80000 | 0.5301 | 62.7682 | 8.2360 | 4.8828| 4.8828 | 0.0156 | 97.9117+0.4708j | 6276.8938+38.6508j
81000 | 0.5192 | 61.9810 | 8.1058 | 4.8828| 4.8828 | 0.0156 | 96.8202+1.3637j | 6198.1702+67.5800j
82000 | 0.5326 | 65.0675 | 8.4720 | 4.8828| 4.8828 | 0.0156 | 98.1591+3.2823j | 6506.8253+227.1545j
83000 | 0.5356 | 63.8906 | 8.3596 | 4.8828| 4.8828 | 0.0156 | 98.4535+0.7992j | 6389.1358+44.4025j
84000 | 0.5396 | 63.0807 | 8.3269 | 4.8828| 4.8828 | 0.0156 | 98.8545+1.6915j | 6308.1435+118.0933j
85000 | 0.5173 | 63.9574 | 8.2688 | 4.8828| 4.8828 | 0.0156 | 96.6317+0.5252j | 6395.8084+27.4003j
86000 | 0.5204 | 62.5831 | 8.1599 | 4.8828| 4.8828 | 0.0156 | 96.9346+1.2162j | 6258.3777+67.5937j
87000 | 0.5174 | 62.9362 | 8.1795 | 4.8828| 4.8828 | 0.0156 | 96.6415+0.1416j | 6293.6968-9.0608j
88000 | 0.5365 | 63.3744 | 8.3268 | 4.8828| 4.8828 | 0.0156 | 98.5424+2.7072j | 6337.5096+162.6779j
89000 | 0.5374 | 63.5899 | 8.3433 | 4.8828| 4.8828 | 0.0156 | 98.6338-0.2909j | 6359.0577-22.1804j
90000 | 0.5366 | 64.2943 | 8.4028 | 4.8828| 4.8828 | 0.0156 | 98.5578-2.5579j | 6429.5046-139.4640j
91000 | 0.5329 | 62.8004 | 8.2473 | 4.8828| 4.8828 | 0.0156 | 98.1858+1.3664j | 6280.1077+77.4707j
92000 | 0.5249 | 62.2933 | 8.1599 | 4.8828| 4.8828 | 0.0156 | 97.3897-0.2466j | 6229.4040-26.2938j
93000 | 0.5189 | 64.3703 | 8.3385 | 4.8828| 4.8828 | 0.0156 | 96.7898-0.6639j | 6437.1018-38.8705j
94000 | 0.5166 | 62.4676 | 8.1232 | 4.8828| 4.8828 | 0.0156 | 96.5604+2.6898j | 6246.8294+159.1475j
95000 | 0.5287 | 62.7546 | 8.2192 | 4.8828| 4.8828 | 0.0156 | 97.7696+1.2253j | 6275.5275+61.8938j
96000 | 0.5233 | 64.2152 | 8.3245 | 4.8828| 4.8828 | 0.0156 | 97.2284-1.7265j | 6421.5961-99.4207j
97000 | 0.5307 | 63.3676 | 8.2805 | 4.8828| 4.8828 | 0.0156 | 97.9639+1.0777j | 6336.8283+64.9088j
98000 | 0.5172 | 63.0293 | 8.1968 | 4.8828| 4.8828 | 0.0156 | 96.6196-0.5581j | 6303.0020-8.0583j
99000 | 0.5283 | 63.7764 | 8.2901 | 4.8828| 4.8828 | 0.0156 | 97.7220-0.7411j | 6377.7085-51.3385j
100000 | 0.5466 | 64.6609 | 8.5015 | 4.8828| 4.8828 | 0.0156 | 99.5559+0.4999j | 6466.1600+39.8817j
