# step beta_mu_ex.real beta_P.real rho.real -kTlog(Q)
119000 18.20 -0.00 0.02 189.23-13.56j
120000 10.74 -0.00 0.02 114.62+30.41j
121000 10.63 -0.00 0.02 113.48+12.89j
122000 12.24 -0.00 0.02 129.54-25.47j
123000 12.92 -0.00 0.02 136.36-17.34j
124000 10.51 -0.00 0.02 112.26+10.71j
125000 10.73 -0.00 0.02 114.52-19.29j
126000 11.06 -0.00 0.02 117.74-1.04j
127000 13.34 0.00 0.02 140.61-25.04j
128000 14.40 -0.00 0.02 151.17+27.29j
129000 11.44 -0.00 0.02 121.59+13.75j
130000 10.44 -0.00 0.02 111.57+4.71j
131000 10.88 -0.00 0.02 115.94+11.65j
132000 10.56 -0.00 0.02 112.79+1.07j
133000 10.80 -0.00 0.02 115.15-1.84j
134000 12.75 -0.00 0.02 134.72+3.30j
135000 12.71 -0.00 0.02 134.31-26.41j
136000 13.17 -0.00 0.02 138.86+25.99j
137000 10.87 -0.00 0.02 115.90+24.89j
138000 12.14 -0.00 0.02 128.56+22.79j
139000 10.11 -0.00 0.02 108.28-22.78j
140000 11.29 -0.00 0.02 120.12-19.67j
141000 13.02 -0.00 0.02 137.34+12.01j
142000 13.91 -0.00 0.02 146.32-1.64j
143000 11.25 0.00 0.02 119.70-9.78j
144000 13.34 -0.00 0.02 140.56+13.12j
145000 14.26 -0.00 0.02 149.83+30.78j
146000 12.60 -0.00 0.02 133.20-29.57j
147000 10.23 0.00 0.02 109.51-10.50j
148000 10.52 0.00 0.02 112.35-25.55j
149000 12.99 0.00 0.02 137.09+14.77j
150000 11.48 -0.00 0.02 122.01-21.55j
151000 12.66 -0.00 0.02 133.80+12.00j
152000 14.54 -0.00 0.02 152.55-27.01j
153000 11.90 -0.00 0.02 126.21+16.58j
154000 10.89 -0.00 0.02 116.06+19.47j
155000 9.69 -0.00 0.02 104.10+24.03j
156000 10.64 -0.00 0.02 113.58+23.48j
157000 10.23 -0.00 0.02 109.46-27.75j
158000 11.28 -0.00 0.02 120.00-11.64j
159000 9.52 -0.00 0.02 102.41-19.34j
160000 11.19 -0.00 0.02 119.04-1.46j
161000 10.78 -0.00 0.02 114.96+9.25j
162000 12.03 -0.00 0.02 127.45-9.07j
163000 11.43 -0.00 0.02 121.47-29.34j
164000 13.56 -0.00 0.02 142.83-12.21j
165000 11.94 -0.00 0.02 126.62+28.14j
166000 12.09 -0.00 0.02 128.06-11.95j
167000 11.14 -0.00 0.02 118.56-8.46j
168000 16.05 -0.00 0.02 167.66+10.55j
169000 13.29 -0.00 0.02 140.04+4.85j
170000 10.62 0.00 0.02 113.38+21.33j
171000 13.08 -0.00 0.02 137.96-7.52j
172000 12.77 -0.00 0.02 134.89+3.18j
173000 12.47 -0.00 0.02 131.87+10.05j
174000 12.20 -0.00 0.02 129.15-16.17j
175000 12.04 -0.00 0.02 127.59-29.94j
176000 13.00 -0.00 0.02 137.14-1.24j
177000 13.87 -0.00 0.02 145.85+15.75j
178000 12.77 0.00 0.02 134.93+20.29j
179000 11.13 0.00 0.02 118.52+18.75j
180000 12.82 -0.00 0.02 135.43-29.59j
181000 12.78 -0.00 0.02 134.95+29.22j
182000 15.90 -0.00 0.02 166.20-16.91j
183000 11.54 -0.00 0.02 122.55+10.61j
184000 12.44 -0.00 0.02 131.57-2.04j
185000 14.70 -0.00 0.02 154.22+3.25j
186000 13.32 -0.00 0.02 140.38+12.52j
187000 14.87 -0.00 0.02 155.84+29.29j
188000 14.80 -0.00 0.02 155.15-7.44j
189000 13.21 -0.00 0.02 139.24+5.60j
190000 12.29 -0.00 0.02 130.08+23.14j
191000 10.61 -0.00 0.02 113.27+17.26j
192000 13.59 -0.00 0.02 143.10-19.03j
193000 12.16 -0.00 0.02 128.80+22.48j
194000 11.38 -0.00 0.02 121.02+10.35j
195000 10.75 -0.00 0.02 114.65-14.41j
196000 12.21 -0.00 0.02 129.33+23.88j
197000 10.57 -0.00 0.02 112.88-4.22j
198000 11.25 0.00 0.02 119.64-26.67j
199000 13.66 -0.00 0.02 143.76+15.43j
