# step beta_mu_ex.real beta_mu_ex.imag beta_P.real beta_P.imag rho.real -kTlog(Q)
80500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
80600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
80700 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
80800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
80900 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
81000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
81100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
81200 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
81300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
81400 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
81500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
81600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
81700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
81800 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
81900 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
82000 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
82100 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
82200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
82300 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
82400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
82500 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
82600 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
82700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
82800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
82900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
83000 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
83100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
83200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
83300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
83400 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
83500 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
83600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
83700 -0.03 -0.00 0.03 -0.00 1.06 0.01-0.00j
83800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
83900 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
84000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
84100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
84200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
84300 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
84400 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
84500 -0.03 0.00 0.03 -0.00 1.02 0.01+0.00j
84600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
84700 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
84800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
84900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
85000 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
85100 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
85200 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
85300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
85400 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
85500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
85600 -0.03 0.00 0.03 -0.00 1.03 0.01+0.00j
85700 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
85800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
85900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
86000 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
86100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
86200 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
86300 -0.03 -0.00 0.03 -0.01 1.02 0.01-0.00j
86400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
86500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
86600 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
86700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
86800 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
86900 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
87000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
87100 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
87200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
87300 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
87400 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
87500 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
87600 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
87700 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
87800 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
87900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
88000 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
88100 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
88200 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
88300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
88400 -0.03 -0.00 0.03 -0.00 1.08 0.01-0.00j
88500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
88600 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
88700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
88800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
88900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
89000 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
89100 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
89200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
89300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
89400 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
89500 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
89600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
89700 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
89800 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
89900 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
90000 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
90100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
90200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
90300 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
90400 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
90500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
90600 -0.03 -0.00 0.03 -0.01 1.08 0.01-0.00j
90700 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
90800 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
90900 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
91000 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
91100 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
91200 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
91300 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
91400 -0.03 -0.00 0.03 -0.00 1.07 0.01-0.00j
91500 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
91600 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
91700 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
91800 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
91900 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
92000 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
92100 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
92200 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
92300 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
92400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
92500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
92600 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
92700 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
92800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
92900 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
93000 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
93100 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
93200 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
93300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
93400 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
93500 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
93600 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
93700 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
93800 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
93900 -0.03 0.00 0.03 -0.01 1.07 0.01+0.00j
94000 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
94100 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
94200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
94300 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
94400 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
94500 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
94600 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
94700 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
94800 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
94900 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
95000 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
95100 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
95200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
95300 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
95400 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
95500 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
95600 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
95700 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
95800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
95900 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
96000 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
96100 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
96200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
96300 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
96400 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
96500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
96600 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
96700 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
96800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
96900 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
97000 -0.03 -0.00 0.03 -0.01 1.06 0.01-0.00j
97100 -0.03 0.00 0.03 -0.01 1.04 0.01+0.00j
97200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
97300 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
97400 -0.03 -0.00 0.03 -0.00 1.05 0.01-0.00j
97500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
97600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
97700 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
97800 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
97900 -0.03 0.00 0.03 -0.00 1.05 0.01+0.00j
98000 -0.03 0.00 0.03 -0.01 1.03 0.01+0.00j
98100 -0.03 0.00 0.03 -0.00 1.04 0.01+0.00j
98200 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
98300 -0.03 -0.00 0.03 -0.01 1.07 0.01-0.00j
98400 -0.03 0.00 0.03 -0.00 1.07 0.01+0.00j
98500 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
98600 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
98700 -0.03 -0.00 0.03 -0.00 1.05 0.01-0.00j
98800 -0.03 0.00 0.03 -0.00 1.06 0.01+0.00j
98900 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
99000 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
99100 -0.03 -0.00 0.03 -0.00 1.04 0.01-0.00j
99200 -0.03 0.00 0.03 -0.01 1.06 0.01+0.00j
99300 -0.03 -0.00 0.03 -0.01 1.05 0.01-0.00j
99400 -0.03 -0.00 0.03 -0.01 1.03 0.01-0.00j
99500 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
99600 -0.03 0.00 0.03 -0.01 1.05 0.01+0.00j
99700 -0.03 0.00 0.03 -0.01 1.02 0.01+0.00j
99800 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
99900 -0.03 -0.00 0.03 -0.01 1.04 0.01-0.00j
