# step beta_mu_ex.real beta_mu_ex.imag beta_P.real beta_P.imag rho.real -kTlog(Q)
72000 -0.61 0.09 0.00 -0.00 0.00 1.08+0.93j
73000 -0.61 0.05 0.00 0.00 0.00 1.10+0.52j
74000 -0.60 0.03 0.00 -0.00 -0.00 1.22+0.32j
75000 -0.59 0.13 0.00 -0.00 -0.00 1.29+1.29j
76000 -0.60 -0.05 0.00 0.00 -0.00 1.16-0.48j
77000 -0.61 0.01 0.00 -0.00 0.00 1.04+0.08j
78000 -0.61 -0.00 0.00 0.00 0.00 1.08-0.03j
79000 -0.61 0.03 0.00 -0.00 0.00 1.07+0.31j
80000 -0.61 -0.01 0.00 -0.00 0.00 1.09-0.15j
81000 -0.60 0.04 0.00 -0.00 -0.00 1.21+0.41j
82000 -0.62 -0.05 0.00 -0.00 0.00 1.00-0.47j
83000 -0.61 -0.04 0.00 -0.00 -0.00 1.13-0.36j
84000 -0.62 0.08 0.00 -0.00 0.00 0.98+0.80j
85000 -0.62 0.09 0.00 0.00 0.00 0.99+0.85j
86000 -0.61 0.02 0.00 0.00 0.00 1.13+0.24j
87000 -0.60 0.04 0.00 -0.00 -0.00 1.17+0.42j
88000 -0.60 -0.02 0.00 -0.00 -0.00 1.15-0.15j
89000 -0.59 0.01 0.00 0.00 -0.00 1.26+0.11j
90000 -0.62 -0.06 0.00 -0.00 -0.00 0.94-0.60j
91000 -0.62 -0.03 0.00 -0.00 -0.00 0.96-0.33j
92000 -0.60 0.01 0.00 0.00 0.00 1.14+0.09j
93000 -0.61 0.02 0.00 0.00 -0.00 1.08+0.16j
94000 -0.60 0.09 0.00 0.00 0.00 1.21+0.92j
95000 -0.60 0.03 0.00 0.00 -0.00 1.14+0.33j
96000 -0.63 0.13 0.00 -0.00 -0.00 0.88+1.30j
97000 -0.60 0.07 0.00 0.00 -0.00 1.15+0.69j
98000 -0.61 -0.02 0.00 -0.00 0.00 1.11-0.24j
99000 -0.60 0.03 0.00 0.00 -0.00 1.20+0.32j
